inventory_id,product_id,store_id,stock_quantity,reorder_level,last_updated,created_at,updated_at
4306,306,9,127,30,2026-07-25 11:43:17.798779,2026-07-25 11:43:17.798779,2026-07-25 11:43:17.798779
4307,307,9,255,25,2026-07-25 11:43:17.798788,2026-07-25 11:43:17.798788,2026-07-25 11:43:17.798788
4308,308,9,351,59,2026-07-25 11:43:17.798798,2026-07-25 11:43:17.798798,2026-07-25 11:43:17.798798
4309,309,9,173,79,2026-07-25 11:43:17.798807,2026-07-25 11:43:17.798807,2026-07-25 11:43:17.798807
4310,310,9,496,68,2026-07-25 11:43:17.798817,2026-07-25 11:43:17.798817,2026-07-25 11:43:17.798817
4311,311,9,320,23,2026-07-25 11:43:17.798827,2026-07-25 11:43:17.798827,2026-07-25 11:43:17.798827
4312,312,9,30,42,2026-07-25 11:43:17.798838,2026-07-25 11:43:17.798838,2026-07-25 11:43:17.798838
4313,313,9,330,29,2026-07-25 11:43:17.798847,2026-07-25 11:43:17.798847,2026-07-25 11:43:17.798847
4314,314,9,359,54,2026-07-25 11:43:17.798858,2026-07-25 11:43:17.798858,2026-07-25 11:43:17.798858
4315,315,9,405,26,2026-07-25 11:43:17.798868,2026-07-25 11:43:17.798868,2026-07-25 11:43:17.798868
4316,316,9,64,51,2026-07-25 11:43:17.798878,2026-07-25 11:43:17.798878,2026-07-25 11:43:17.798878
4317,317,9,119,40,2026-07-25 11:43:17.798888,2026-07-25 11:43:17.798888,2026-07-25 11:43:17.798888
4318,318,9,285,70,2026-07-25 11:43:17.798898,2026-07-25 11:43:17.798898,2026-07-25 11:43:17.798898
4319,319,9,330,68,2026-07-25 11:43:17.798907,2026-07-25 11:43:17.798907,2026-07-25 11:43:17.798907
4320,320,9,177,71,2026-07-25 11:43:17.798917,2026-07-25 11:43:17.798917,2026-07-25 11:43:17.798917
4321,321,9,456,48,2026-07-25 11:43:17.798926,2026-07-25 11:43:17.798926,2026-07-25 11:43:17.798926
4322,322,9,375,32,2026-07-25 11:43:17.798936,2026-07-25 11:43:17.798936,2026-07-25 11:43:17.798936
4323,323,9,10,64,2026-07-25 11:43:17.798946,2026-07-25 11:43:17.798946,2026-07-25 11:43:17.798946
4324,324,9,193,42,2026-07-25 11:43:17.798955,2026-07-25 11:43:17.798955,2026-07-25 11:43:17.798955
4325,325,9,370,28,2026-07-25 11:43:17.798965,2026-07-25 11:43:17.798965,2026-07-25 11:43:17.798965
4326,326,9,128,77,2026-07-25 11:43:17.798975,2026-07-25 11:43:17.798975,2026-07-25 11:43:17.798975
4327,327,9,20,51,2026-07-25 11:43:17.798985,2026-07-25 11:43:17.798985,2026-07-25 11:43:17.798985
4328,328,9,361,48,2026-07-25 11:43:17.798994,2026-07-25 11:43:17.798994,2026-07-25 11:43:17.798994
4329,329,9,286,38,2026-07-25 11:43:17.799004,2026-07-25 11:43:17.799004,2026-07-25 11:43:17.799004
4330,330,9,277,64,2026-07-25 11:43:17.799013,2026-07-25 11:43:17.799013,2026-07-25 11:43:17.799013
4331,331,9,250,32,2026-07-25 11:43:17.799023,2026-07-25 11:43:17.799023,2026-07-25 11:43:17.799023
4332,332,9,290,31,2026-07-25 11:43:17.799033,2026-07-25 11:43:17.799033,2026-07-25 11:43:17.799033
4333,333,9,278,42,2026-07-25 11:43:17.799043,2026-07-25 11:43:17.799043,2026-07-25 11:43:17.799043
4334,334,9,165,66,2026-07-25 11:43:17.799052,2026-07-25 11:43:17.799052,2026-07-25 11:43:17.799052
4335,335,9,239,37,2026-07-25 11:43:17.799062,2026-07-25 11:43:17.799062,2026-07-25 11:43:17.799062
4336,336,9,444,73,2026-07-25 11:43:17.799072,2026-07-25 11:43:17.799072,2026-07-25 11:43:17.799072
4337,337,9,306,78,2026-07-25 11:43:17.799081,2026-07-25 11:43:17.799081,2026-07-25 11:43:17.799081
4338,338,9,440,55,2026-07-25 11:43:17.799091,2026-07-25 11:43:17.799091,2026-07-25 11:43:17.799091
4339,339,9,82,24,2026-07-25 11:43:17.799101,2026-07-25 11:43:17.799101,2026-07-25 11:43:17.799101
4340,340,9,271,29,2026-07-25 11:43:17.799110,2026-07-25 11:43:17.799110,2026-07-25 11:43:17.799110
4341,341,9,230,38,2026-07-25 11:43:17.799121,2026-07-25 11:43:17.799121,2026-07-25 11:43:17.799121
4342,342,9,419,36,2026-07-25 11:43:17.799131,2026-07-25 11:43:17.799131,2026-07-25 11:43:17.799131
4343,343,9,277,43,2026-07-25 11:43:17.799141,2026-07-25 11:43:17.799141,2026-07-25 11:43:17.799141
4344,344,9,232,20,2026-07-25 11:43:17.799151,2026-07-25 11:43:17.799151,2026-07-25 11:43:17.799151
4345,345,9,397,60,2026-07-25 11:43:17.799160,2026-07-25 11:43:17.799160,2026-07-25 11:43:17.799160
4346,346,9,259,44,2026-07-25 11:43:17.799170,2026-07-25 11:43:17.799170,2026-07-25 11:43:17.799170
4347,347,9,375,31,2026-07-25 11:43:17.799180,2026-07-25 11:43:17.799180,2026-07-25 11:43:17.799180
4348,348,9,452,21,2026-07-25 11:43:17.799189,2026-07-25 11:43:17.799189,2026-07-25 11:43:17.799189
4349,349,9,317,74,2026-07-25 11:43:17.799199,2026-07-25 11:43:17.799199,2026-07-25 11:43:17.799199
4350,350,9,186,69,2026-07-25 11:43:17.799209,2026-07-25 11:43:17.799209,2026-07-25 11:43:17.799209
4351,351,9,317,35,2026-07-25 11:43:17.799219,2026-07-25 11:43:17.799219,2026-07-25 11:43:17.799219
4352,352,9,164,66,2026-07-25 11:43:17.799228,2026-07-25 11:43:17.799228,2026-07-25 11:43:17.799228
4353,353,9,32,62,2026-07-25 11:43:17.799238,2026-07-25 11:43:17.799238,2026-07-25 11:43:17.799238
4354,354,9,495,54,2026-07-25 11:43:17.799248,2026-07-25 11:43:17.799248,2026-07-25 11:43:17.799248
4355,355,9,419,44,2026-07-25 11:43:17.799257,2026-07-25 11:43:17.799257,2026-07-25 11:43:17.799257
4356,356,9,97,53,2026-07-25 11:43:17.799267,2026-07-25 11:43:17.799267,2026-07-25 11:43:17.799267
4357,357,9,349,51,2026-07-25 11:43:17.799277,2026-07-25 11:43:17.799277,2026-07-25 11:43:17.799277
4358,358,9,392,55,2026-07-25 11:43:17.799286,2026-07-25 11:43:17.799286,2026-07-25 11:43:17.799286
4359,359,9,78,59,2026-07-25 11:43:17.799296,2026-07-25 11:43:17.799296,2026-07-25 11:43:17.799296
4360,360,9,144,40,2026-07-25 11:43:17.799306,2026-07-25 11:43:17.799306,2026-07-25 11:43:17.799306
4361,361,9,209,61,2026-07-25 11:43:17.799315,2026-07-25 11:43:17.799315,2026-07-25 11:43:17.799315
4362,362,9,164,27,2026-07-25 11:43:17.799325,2026-07-25 11:43:17.799325,2026-07-25 11:43:17.799325
4363,363,9,49,53,2026-07-25 11:43:17.799335,2026-07-25 11:43:17.799335,2026-07-25 11:43:17.799335
4364,364,9,337,24,2026-07-25 11:43:17.799345,2026-07-25 11:43:17.799345,2026-07-25 11:43:17.799345
4365,365,9,22,73,2026-07-25 11:43:17.799354,2026-07-25 11:43:17.799354,2026-07-25 11:43:17.799354
4366,366,9,480,28,2026-07-25 11:43:17.799364,2026-07-25 11:43:17.799364,2026-07-25 11:43:17.799364
4367,367,9,91,75,2026-07-25 11:43:17.799374,2026-07-25 11:43:17.799374,2026-07-25 11:43:17.799374
4368,368,9,16,32,2026-07-25 11:43:17.799383,2026-07-25 11:43:17.799383,2026-07-25 11:43:17.799383
4369,369,9,54,51,2026-07-25 11:43:17.799393,2026-07-25 11:43:17.799393,2026-07-25 11:43:17.799393
4370,370,9,98,26,2026-07-25 11:43:17.799403,2026-07-25 11:43:17.799403,2026-07-25 11:43:17.799403
4371,371,9,16,56,2026-07-25 11:43:17.799412,2026-07-25 11:43:17.799412,2026-07-25 11:43:17.799412
4372,372,9,328,73,2026-07-25 11:43:17.799422,2026-07-25 11:43:17.799422,2026-07-25 11:43:17.799422
4373,373,9,198,62,2026-07-25 11:43:17.799432,2026-07-25 11:43:17.799432,2026-07-25 11:43:17.799432
4374,374,9,250,53,2026-07-25 11:43:17.799441,2026-07-25 11:43:17.799441,2026-07-25 11:43:17.799441
4375,375,9,319,64,2026-07-25 11:43:17.799451,2026-07-25 11:43:17.799451,2026-07-25 11:43:17.799451
4376,376,9,302,36,2026-07-25 11:43:17.799461,2026-07-25 11:43:17.799461,2026-07-25 11:43:17.799461
4377,377,9,25,43,2026-07-25 11:43:17.799471,2026-07-25 11:43:17.799471,2026-07-25 11:43:17.799471
4378,378,9,113,58,2026-07-25 11:43:17.799480,2026-07-25 11:43:17.799480,2026-07-25 11:43:17.799480
4379,379,9,367,24,2026-07-25 11:43:17.799490,2026-07-25 11:43:17.799490,2026-07-25 11:43:17.799490
4380,380,9,6,79,2026-07-25 11:43:17.799500,2026-07-25 11:43:17.799500,2026-07-25 11:43:17.799500
4381,381,9,471,33,2026-07-25 11:43:17.799510,2026-07-25 11:43:17.799510,2026-07-25 11:43:17.799510
4382,382,9,335,51,2026-07-25 11:43:17.799519,2026-07-25 11:43:17.799519,2026-07-25 11:43:17.799519
4383,383,9,475,76,2026-07-25 11:43:17.799529,2026-07-25 11:43:17.799529,2026-07-25 11:43:17.799529
4384,384,9,426,25,2026-07-25 11:43:17.799539,2026-07-25 11:43:17.799539,2026-07-25 11:43:17.799539
4385,385,9,239,71,2026-07-25 11:43:17.799548,2026-07-25 11:43:17.799548,2026-07-25 11:43:17.799548
4386,386,9,327,23,2026-07-25 11:43:17.799558,2026-07-25 11:43:17.799558,2026-07-25 11:43:17.799558
4387,387,9,184,55,2026-07-25 11:43:17.799568,2026-07-25 11:43:17.799568,2026-07-25 11:43:17.799568
4388,388,9,380,80,2026-07-25 11:43:17.799577,2026-07-25 11:43:17.799577,2026-07-25 11:43:17.799577
4389,389,9,455,46,2026-07-25 11:43:17.799587,2026-07-25 11:43:17.799587,2026-07-25 11:43:17.799587
4390,390,9,420,43,2026-07-25 11:43:17.799598,2026-07-25 11:43:17.799598,2026-07-25 11:43:17.799598
4391,391,9,406,65,2026-07-25 11:43:17.799608,2026-07-25 11:43:17.799608,2026-07-25 11:43:17.799608
4392,392,9,29,72,2026-07-25 11:43:17.799617,2026-07-25 11:43:17.799617,2026-07-25 11:43:17.799617
4393,393,9,315,37,2026-07-25 11:43:17.799627,2026-07-25 11:43:17.799627,2026-07-25 11:43:17.799627
4394,394,9,270,22,2026-07-25 11:43:17.799636,2026-07-25 11:43:17.799636,2026-07-25 11:43:17.799636
4395,395,9,375,24,2026-07-25 11:43:17.799646,2026-07-25 11:43:17.799646,2026-07-25 11:43:17.799646
4396,396,9,427,39,2026-07-25 11:43:17.799655,2026-07-25 11:43:17.799655,2026-07-25 11:43:17.799655
4397,397,9,39,80,2026-07-25 11:43:17.799665,2026-07-25 11:43:17.799665,2026-07-25 11:43:17.799665
4398,398,9,110,53,2026-07-25 11:43:17.799675,2026-07-25 11:43:17.799675,2026-07-25 11:43:17.799675
4399,399,9,49,26,2026-07-25 11:43:17.799685,2026-07-25 11:43:17.799685,2026-07-25 11:43:17.799685
4400,400,9,371,34,2026-07-25 11:43:17.799694,2026-07-25 11:43:17.799694,2026-07-25 11:43:17.799694
4401,401,9,272,44,2026-07-25 11:43:17.799704,2026-07-25 11:43:17.799704,2026-07-25 11:43:17.799704
4402,402,9,97,32,2026-07-25 11:43:17.799714,2026-07-25 11:43:17.799714,2026-07-25 11:43:17.799714
4403,403,9,269,62,2026-07-25 11:43:17.799723,2026-07-25 11:43:17.799723,2026-07-25 11:43:17.799723
4404,404,9,127,56,2026-07-25 11:43:17.799733,2026-07-25 11:43:17.799733,2026-07-25 11:43:17.799733
4405,405,9,320,80,2026-07-25 11:43:17.799742,2026-07-25 11:43:17.799742,2026-07-25 11:43:17.799742
4406,406,9,91,55,2026-07-25 11:43:17.799752,2026-07-25 11:43:17.799752,2026-07-25 11:43:17.799752
4407,407,9,383,55,2026-07-25 11:43:17.799762,2026-07-25 11:43:17.799762,2026-07-25 11:43:17.799762
4408,408,9,212,67,2026-07-25 11:43:17.799771,2026-07-25 11:43:17.799771,2026-07-25 11:43:17.799771
4409,409,9,54,69,2026-07-25 11:43:17.799781,2026-07-25 11:43:17.799781,2026-07-25 11:43:17.799781
4410,410,9,326,56,2026-07-25 11:43:17.799790,2026-07-25 11:43:17.799790,2026-07-25 11:43:17.799790
4411,411,9,183,63,2026-07-25 11:43:17.799800,2026-07-25 11:43:17.799800,2026-07-25 11:43:17.799800
4412,412,9,234,64,2026-07-25 11:43:17.799809,2026-07-25 11:43:17.799809,2026-07-25 11:43:17.799809
4413,413,9,340,47,2026-07-25 11:43:17.799819,2026-07-25 11:43:17.799819,2026-07-25 11:43:17.799819
4414,414,9,452,26,2026-07-25 11:43:17.799829,2026-07-25 11:43:17.799829,2026-07-25 11:43:17.799829
4415,415,9,85,70,2026-07-25 11:43:17.799838,2026-07-25 11:43:17.799838,2026-07-25 11:43:17.799838
4416,416,9,92,55,2026-07-25 11:43:17.799848,2026-07-25 11:43:17.799848,2026-07-25 11:43:17.799848
4417,417,9,205,52,2026-07-25 11:43:17.799857,2026-07-25 11:43:17.799857,2026-07-25 11:43:17.799857
4418,418,9,172,62,2026-07-25 11:43:17.799867,2026-07-25 11:43:17.799867,2026-07-25 11:43:17.799867
4419,419,9,80,54,2026-07-25 11:43:17.799877,2026-07-25 11:43:17.799877,2026-07-25 11:43:17.799877
4420,420,9,307,48,2026-07-25 11:43:17.799886,2026-07-25 11:43:17.799886,2026-07-25 11:43:17.799886
4421,421,9,477,42,2026-07-25 11:43:17.799896,2026-07-25 11:43:17.799896,2026-07-25 11:43:17.799896
4422,422,9,462,40,2026-07-25 11:43:17.799906,2026-07-25 11:43:17.799906,2026-07-25 11:43:17.799906
4423,423,9,281,40,2026-07-25 11:43:17.799916,2026-07-25 11:43:17.799916,2026-07-25 11:43:17.799916
4424,424,9,432,43,2026-07-25 11:43:17.799925,2026-07-25 11:43:17.799925,2026-07-25 11:43:17.799925
4425,425,9,211,68,2026-07-25 11:43:17.799935,2026-07-25 11:43:17.799935,2026-07-25 11:43:17.799935
4426,426,9,324,47,2026-07-25 11:43:17.799944,2026-07-25 11:43:17.799944,2026-07-25 11:43:17.799944
4427,427,9,422,66,2026-07-25 11:43:17.799954,2026-07-25 11:43:17.799954,2026-07-25 11:43:17.799954
4428,428,9,165,58,2026-07-25 11:43:17.799964,2026-07-25 11:43:17.799964,2026-07-25 11:43:17.799964
4429,429,9,123,56,2026-07-25 11:43:17.799973,2026-07-25 11:43:17.799973,2026-07-25 11:43:17.799973
4430,430,9,279,33,2026-07-25 11:43:17.799983,2026-07-25 11:43:17.799983,2026-07-25 11:43:17.799983
4431,431,9,192,69,2026-07-25 11:43:17.799993,2026-07-25 11:43:17.799993,2026-07-25 11:43:17.799993
4432,432,9,281,79,2026-07-25 11:43:17.800002,2026-07-25 11:43:17.800002,2026-07-25 11:43:17.800002
4433,433,9,381,36,2026-07-25 11:43:17.800012,2026-07-25 11:43:17.800012,2026-07-25 11:43:17.800012
4434,434,9,184,48,2026-07-25 11:43:17.800021,2026-07-25 11:43:17.800021,2026-07-25 11:43:17.800021
4435,435,9,229,45,2026-07-25 11:43:17.800031,2026-07-25 11:43:17.800031,2026-07-25 11:43:17.800031
4436,436,9,0,66,2026-07-25 11:43:17.800041,2026-07-25 11:43:17.800041,2026-07-25 11:43:17.800041
4437,437,9,17,38,2026-07-25 11:43:17.800051,2026-07-25 11:43:17.800051,2026-07-25 11:43:17.800051
4438,438,9,305,21,2026-07-25 11:43:17.800060,2026-07-25 11:43:17.800060,2026-07-25 11:43:17.800060
4439,439,9,265,28,2026-07-25 11:43:17.800070,2026-07-25 11:43:17.800070,2026-07-25 11:43:17.800070
4440,440,9,455,39,2026-07-25 11:43:17.800079,2026-07-25 11:43:17.800079,2026-07-25 11:43:17.800079
4441,441,9,3,39,2026-07-25 11:43:17.800090,2026-07-25 11:43:17.800090,2026-07-25 11:43:17.800090
4442,442,9,113,33,2026-07-25 11:43:17.800100,2026-07-25 11:43:17.800100,2026-07-25 11:43:17.800100
4443,443,9,438,40,2026-07-25 11:43:17.800110,2026-07-25 11:43:17.800110,2026-07-25 11:43:17.800110
4444,444,9,11,69,2026-07-25 11:43:17.800119,2026-07-25 11:43:17.800119,2026-07-25 11:43:17.800119
4445,445,9,420,80,2026-07-25 11:43:17.800129,2026-07-25 11:43:17.800129,2026-07-25 11:43:17.800129
4446,446,9,353,72,2026-07-25 11:43:17.800139,2026-07-25 11:43:17.800139,2026-07-25 11:43:17.800139
4447,447,9,141,78,2026-07-25 11:43:17.800148,2026-07-25 11:43:17.800148,2026-07-25 11:43:17.800148
4448,448,9,283,52,2026-07-25 11:43:17.800158,2026-07-25 11:43:17.800158,2026-07-25 11:43:17.800158
4449,449,9,284,56,2026-07-25 11:43:17.800168,2026-07-25 11:43:17.800168,2026-07-25 11:43:17.800168
4450,450,9,474,56,2026-07-25 11:43:17.800177,2026-07-25 11:43:17.800177,2026-07-25 11:43:17.800177
4451,451,9,79,26,2026-07-25 11:43:17.800187,2026-07-25 11:43:17.800187,2026-07-25 11:43:17.800187
4452,452,9,19,49,2026-07-25 11:43:17.800196,2026-07-25 11:43:17.800196,2026-07-25 11:43:17.800196
4453,453,9,182,29,2026-07-25 11:43:17.800206,2026-07-25 11:43:17.800206,2026-07-25 11:43:17.800206
4454,454,9,70,36,2026-07-25 11:43:17.800216,2026-07-25 11:43:17.800216,2026-07-25 11:43:17.800216
4455,455,9,187,76,2026-07-25 11:43:17.800225,2026-07-25 11:43:17.800225,2026-07-25 11:43:17.800225
4456,456,9,298,35,2026-07-25 11:43:17.800235,2026-07-25 11:43:17.800235,2026-07-25 11:43:17.800235
4457,457,9,119,36,2026-07-25 11:43:17.800245,2026-07-25 11:43:17.800245,2026-07-25 11:43:17.800245
4458,458,9,415,39,2026-07-25 11:43:17.800254,2026-07-25 11:43:17.800254,2026-07-25 11:43:17.800254
4459,459,9,47,56,2026-07-25 11:43:17.800264,2026-07-25 11:43:17.800264,2026-07-25 11:43:17.800264
4460,460,9,204,56,2026-07-25 11:43:17.800273,2026-07-25 11:43:17.800273,2026-07-25 11:43:17.800273
4461,461,9,469,33,2026-07-25 11:43:17.800283,2026-07-25 11:43:17.800283,2026-07-25 11:43:17.800283
4462,462,9,375,24,2026-07-25 11:43:17.800293,2026-07-25 11:43:17.800293,2026-07-25 11:43:17.800293
4463,463,9,370,40,2026-07-25 11:43:17.800302,2026-07-25 11:43:17.800302,2026-07-25 11:43:17.800302
4464,464,9,405,50,2026-07-25 11:43:17.800312,2026-07-25 11:43:17.800312,2026-07-25 11:43:17.800312
4465,465,9,88,51,2026-07-25 11:43:17.800321,2026-07-25 11:43:17.800321,2026-07-25 11:43:17.800321
4466,466,9,422,77,2026-07-25 11:43:17.800332,2026-07-25 11:43:17.800332,2026-07-25 11:43:17.800332
4467,467,9,353,64,2026-07-25 11:43:17.800341,2026-07-25 11:43:17.800341,2026-07-25 11:43:17.800341
4468,468,9,295,72,2026-07-25 11:43:17.800352,2026-07-25 11:43:17.800352,2026-07-25 11:43:17.800352
4469,469,9,464,26,2026-07-25 11:43:17.800362,2026-07-25 11:43:17.800362,2026-07-25 11:43:17.800362
4470,470,9,304,61,2026-07-25 11:43:17.800371,2026-07-25 11:43:17.800371,2026-07-25 11:43:17.800371
4471,471,9,153,22,2026-07-25 11:43:17.800381,2026-07-25 11:43:17.800381,2026-07-25 11:43:17.800381
4472,472,9,374,71,2026-07-25 11:43:17.800391,2026-07-25 11:43:17.800391,2026-07-25 11:43:17.800391
4473,473,9,295,44,2026-07-25 11:43:17.800400,2026-07-25 11:43:17.800400,2026-07-25 11:43:17.800400
4474,474,9,40,69,2026-07-25 11:43:17.800410,2026-07-25 11:43:17.800410,2026-07-25 11:43:17.800410
4475,475,9,28,78,2026-07-25 11:43:17.800420,2026-07-25 11:43:17.800420,2026-07-25 11:43:17.800420
4476,476,9,394,41,2026-07-25 11:43:17.800430,2026-07-25 11:43:17.800430,2026-07-25 11:43:17.800430
4477,477,9,178,76,2026-07-25 11:43:17.800440,2026-07-25 11:43:17.800440,2026-07-25 11:43:17.800440
4478,478,9,418,47,2026-07-25 11:43:17.800449,2026-07-25 11:43:17.800449,2026-07-25 11:43:17.800449
4479,479,9,213,79,2026-07-25 11:43:17.800459,2026-07-25 11:43:17.800459,2026-07-25 11:43:17.800459
4480,480,9,444,27,2026-07-25 11:43:17.800468,2026-07-25 11:43:17.800468,2026-07-25 11:43:17.800468
4481,481,9,445,69,2026-07-25 11:43:17.800478,2026-07-25 11:43:17.800478,2026-07-25 11:43:17.800478
4482,482,9,116,67,2026-07-25 11:43:17.800488,2026-07-25 11:43:17.800488,2026-07-25 11:43:17.800488
4483,483,9,334,74,2026-07-25 11:43:17.800497,2026-07-25 11:43:17.800497,2026-07-25 11:43:17.800497
4484,484,9,308,79,2026-07-25 11:43:17.800507,2026-07-25 11:43:17.800507,2026-07-25 11:43:17.800507
4485,485,9,5,60,2026-07-25 11:43:17.800516,2026-07-25 11:43:17.800516,2026-07-25 11:43:17.800516
4486,486,9,398,60,2026-07-25 11:43:17.800526,2026-07-25 11:43:17.800526,2026-07-25 11:43:17.800526
4487,487,9,195,23,2026-07-25 11:43:17.800536,2026-07-25 11:43:17.800536,2026-07-25 11:43:17.800536
4488,488,9,156,53,2026-07-25 11:43:17.800546,2026-07-25 11:43:17.800546,2026-07-25 11:43:17.800546
4489,489,9,21,40,2026-07-25 11:43:17.800555,2026-07-25 11:43:17.800555,2026-07-25 11:43:17.800555
4490,490,9,276,56,2026-07-25 11:43:17.800565,2026-07-25 11:43:17.800565,2026-07-25 11:43:17.800565
4491,491,9,76,40,2026-07-25 11:43:17.800574,2026-07-25 11:43:17.800574,2026-07-25 11:43:17.800574
4492,492,9,257,64,2026-07-25 11:43:17.800584,2026-07-25 11:43:17.800584,2026-07-25 11:43:17.800584
4493,493,9,113,29,2026-07-25 11:43:17.800594,2026-07-25 11:43:17.800594,2026-07-25 11:43:17.800594
4494,494,9,25,63,2026-07-25 11:43:17.800604,2026-07-25 11:43:17.800604,2026-07-25 11:43:17.800604
4495,495,9,374,45,2026-07-25 11:43:17.800613,2026-07-25 11:43:17.800613,2026-07-25 11:43:17.800613
4496,496,9,497,48,2026-07-25 11:43:17.800623,2026-07-25 11:43:17.800623,2026-07-25 11:43:17.800623
4497,497,9,385,58,2026-07-25 11:43:17.800632,2026-07-25 11:43:17.800632,2026-07-25 11:43:17.800632
4498,498,9,294,52,2026-07-25 11:43:17.800642,2026-07-25 11:43:17.800642,2026-07-25 11:43:17.800642
4499,499,9,46,34,2026-07-25 11:43:17.800652,2026-07-25 11:43:17.800652,2026-07-25 11:43:17.800652
4500,500,9,221,38,2026-07-25 11:43:17.800661,2026-07-25 11:43:17.800661,2026-07-25 11:43:17.800661
4501,1,10,402,45,2026-07-25 11:43:17.800829,2026-07-25 11:43:17.800829,2026-07-25 11:43:17.800829
4502,2,10,75,28,2026-07-25 11:43:17.800841,2026-07-25 11:43:17.800841,2026-07-25 11:43:17.800841
4503,3,10,172,25,2026-07-25 11:43:17.800851,2026-07-25 11:43:17.800851,2026-07-25 11:43:17.800851
4504,4,10,243,56,2026-07-25 11:43:17.800861,2026-07-25 11:43:17.800861,2026-07-25 11:43:17.800861
4505,5,10,381,23,2026-07-25 11:43:17.800872,2026-07-25 11:43:17.800872,2026-07-25 11:43:17.800872
4506,6,10,280,45,2026-07-25 11:43:17.800882,2026-07-25 11:43:17.800882,2026-07-25 11:43:17.800882
4507,7,10,134,25,2026-07-25 11:43:17.800892,2026-07-25 11:43:17.800892,2026-07-25 11:43:17.800892
4508,8,10,204,52,2026-07-25 11:43:17.800901,2026-07-25 11:43:17.800901,2026-07-25 11:43:17.800901
4509,9,10,222,69,2026-07-25 11:43:17.800911,2026-07-25 11:43:17.800911,2026-07-25 11:43:17.800911
4510,10,10,357,28,2026-07-25 11:43:17.800921,2026-07-25 11:43:17.800921,2026-07-25 11:43:17.800921
4511,11,10,390,28,2026-07-25 11:43:17.800931,2026-07-25 11:43:17.800931,2026-07-25 11:43:17.800931
4512,12,10,246,55,2026-07-25 11:43:17.800941,2026-07-25 11:43:17.800941,2026-07-25 11:43:17.800941
4513,13,10,101,51,2026-07-25 11:43:17.800950,2026-07-25 11:43:17.800950,2026-07-25 11:43:17.800950
4514,14,10,202,61,2026-07-25 11:43:17.800960,2026-07-25 11:43:17.800960,2026-07-25 11:43:17.800960
4515,15,10,292,32,2026-07-25 11:43:17.800970,2026-07-25 11:43:17.800970,2026-07-25 11:43:17.800970
4516,16,10,287,59,2026-07-25 11:43:17.800979,2026-07-25 11:43:17.800979,2026-07-25 11:43:17.800979
4517,17,10,376,53,2026-07-25 11:43:17.800989,2026-07-25 11:43:17.800989,2026-07-25 11:43:17.800989
4518,18,10,126,35,2026-07-25 11:43:17.800999,2026-07-25 11:43:17.800999,2026-07-25 11:43:17.800999
4519,19,10,36,37,2026-07-25 11:43:17.801009,2026-07-25 11:43:17.801009,2026-07-25 11:43:17.801009
4520,20,10,397,47,2026-07-25 11:43:17.801019,2026-07-25 11:43:17.801019,2026-07-25 11:43:17.801019
4521,21,10,165,63,2026-07-25 11:43:17.801028,2026-07-25 11:43:17.801028,2026-07-25 11:43:17.801028
4522,22,10,473,56,2026-07-25 11:43:17.801038,2026-07-25 11:43:17.801038,2026-07-25 11:43:17.801038
4523,23,10,45,27,2026-07-25 11:43:17.801048,2026-07-25 11:43:17.801048,2026-07-25 11:43:17.801048
4524,24,10,343,46,2026-07-25 11:43:17.801058,2026-07-25 11:43:17.801058,2026-07-25 11:43:17.801058
4525,25,10,216,43,2026-07-25 11:43:17.801068,2026-07-25 11:43:17.801068,2026-07-25 11:43:17.801068
4526,26,10,178,32,2026-07-25 11:43:17.801077,2026-07-25 11:43:17.801077,2026-07-25 11:43:17.801077
4527,27,10,164,42,2026-07-25 11:43:17.801087,2026-07-25 11:43:17.801087,2026-07-25 11:43:17.801087
4528,28,10,304,61,2026-07-25 11:43:17.801097,2026-07-25 11:43:17.801097,2026-07-25 11:43:17.801097
4529,29,10,12,69,2026-07-25 11:43:17.801106,2026-07-25 11:43:17.801106,2026-07-25 11:43:17.801106
4530,30,10,156,30,2026-07-25 11:43:17.801116,2026-07-25 11:43:17.801116,2026-07-25 11:43:17.801116
4531,31,10,179,59,2026-07-25 11:43:17.801126,2026-07-25 11:43:17.801126,2026-07-25 11:43:17.801126
4532,32,10,420,71,2026-07-25 11:43:17.801136,2026-07-25 11:43:17.801136,2026-07-25 11:43:17.801136
4533,33,10,226,59,2026-07-25 11:43:17.801145,2026-07-25 11:43:17.801145,2026-07-25 11:43:17.801145
4534,34,10,74,48,2026-07-25 11:43:17.801155,2026-07-25 11:43:17.801155,2026-07-25 11:43:17.801155
4535,35,10,22,79,2026-07-25 11:43:17.801164,2026-07-25 11:43:17.801164,2026-07-25 11:43:17.801164
4536,36,10,418,34,2026-07-25 11:43:17.801190,2026-07-25 11:43:17.801190,2026-07-25 11:43:17.801190
4537,37,10,102,63,2026-07-25 11:43:17.801201,2026-07-25 11:43:17.801201,2026-07-25 11:43:17.801201
4538,38,10,191,29,2026-07-25 11:43:17.801211,2026-07-25 11:43:17.801211,2026-07-25 11:43:17.801211
4539,39,10,387,66,2026-07-25 11:43:17.801221,2026-07-25 11:43:17.801221,2026-07-25 11:43:17.801221
4540,40,10,436,25,2026-07-25 11:43:17.801231,2026-07-25 11:43:17.801231,2026-07-25 11:43:17.801231
4541,41,10,57,67,2026-07-25 11:43:17.801240,2026-07-25 11:43:17.801240,2026-07-25 11:43:17.801240
